"","LibID","Library","SECTION","MONTH","YEAR","BibsAdded","ItemsAdded","CATEGORY","SUBCATEGORY"
"14172","ST","Steger-South Chicago Heights Public Library District","j","July",2013,8,44,"JUVENILE","JUVENILE"
"14173","ST","Steger-South Chicago Heights Public Library District","j","July",2013,8,4,"JUVENILE","JUVENILE"
"14174","ST","Steger-South Chicago Heights Public Library District","a","July",2013,,99,"ADULT","ADULT"
"14175","TB","Tinley Park Public Library -- Bookmobile","j","July",2013,,175,"JUVENILE","JUVENILE"
"14176","TB","Tinley Park Public Library -- Bookmobile","total","July",2013,45,89,"TOTAL","TOTAL"
"14177","TF","Thomas Ford Memorial Library","an","July",2013,,161,"ADULT","ADULT NEW"
"14178","TF","Thomas Ford Memorial Library","total","July",2013,298,562,"TOTAL","TOTAL"
"14179","TF","Thomas Ford Memorial Library","j","July",2013,3,274,"JUVENILE","JUVENILE"
"14180","TH","Thornton Public Library","a","July",2013,,116,"ADULT","ADULT"
"14181","TH","Thornton Public Library","j","July",2013,,21,"JUVENILE","JUVENILE"
"14182","TH","Thornton Public Library","total","July",2013,1,36,"TOTAL","TOTAL"
"14183","TP","Tinley Park Public Library","j","July",2013,81,549,"JUVENILE","JUVENILE"
"14184","TP","Tinley Park Public Library","j","July",2013,81,109,"JUVENILE","JUVENILE"
"14185","TP","Tinley Park Public Library","jd","July",2013,,20,"JUVENILE","JUVENILE DISPLAY"
"14186","TP","Tinley Park Public Library","a","July",2013,,436,"ADULT","ADULT"
"14187","TP","Tinley Park Public Library","total","July",2013,565,1062,"TOTAL","TOTAL"
"14188","TP","Tinley Park Public Library","il","July",2013,,24,"ILL RECEIVED","ILL RECEIVED"
"14189","TT","South Suburban College -- Learning Resources Center","total","July",2013,8,19,"TOTAL","TOTAL"
"14190","TT","South Suburban College -- Learning Resources Center","il","July",2013,,2,"ILL RECEIVED","ILL RECEIVED"
"14191","WC","Westchester Public Library","total","July",2013,526,1787,"TOTAL","TOTAL"
"14192","WC","Westchester Public Library","an","July",2013,,134,"ADULT","ADULT NEW"
"14193","WC","Westchester Public Library","j","July",2013,1,32,"JUVENILE","JUVENILE"
"14194","WC","Westchester Public Library","jn","July",2013,,5,"JUVENILE","JUVENILE NEW"
"14195","WM","Westmont Public Library","jn","July",2013,,131,"JUVENILE","JUVENILE NEW"
"14196","WM","Westmont Public Library","jd","July",2013,,1,"JUVENILE","JUVENILE DISPLAY"
"14197","WM","Westmont Public Library","j","July",2013,19,165,"JUVENILE","JUVENILE"
"14198","WM","Westmont Public Library","an","July",2013,,300,"ADULT","ADULT NEW"
"14199","WM","Westmont Public Library","total","July",2013,263,713,"TOTAL","TOTAL"
"14200","WO","Worth Public Library District","total","July",2013,306,534,"TOTAL","TOTAL"
"14201","WO","Worth Public Library District","jn","July",2013,,131,"JUVENILE","JUVENILE NEW"
"14202","WO","Worth Public Library District","an","July",2013,,186,"ADULT","ADULT NEW"
"14203","WO","Worth Public Library District","j","July",2013,8,34,"JUVENILE","JUVENILE"
"14204","WR","Woodridge Public Library","rj","July",2013,,4,"CAREER","CAREER"
"14205","WR","Woodridge Public Library","jl","July",2013,,2,"JUVENILE","JUV FOREIGN LANG"
"14206","WR","Woodridge Public Library","il","July",2013,,82,"ILL RECEIVED","ILL RECEIVED"
"14207","WR","Woodridge Public Library","y","July",2013,,45,"YOUNG ADULT","YOUNG ADULT"
"14208","WR","Woodridge Public Library","l","July",2013,,5,"FOREIGN LANGUAGE","FOREIGN LANGUAGE"
"14209","WR","Woodridge Public Library","an","July",2013,,463,"ADULT","ADULT NEW"
"14210","WR","Woodridge Public Library","ad","July",2013,,2,"ADULT","ADULT DISPLAY"
"14211","WR","Woodridge Public Library","yn","July",2013,,31,"YOUNG ADULT","YOUNG ADULT NEW"
"14212","WR","Woodridge Public Library","rd","July",2013,,3,"UNKNOWN","UNKNOWN"
"14213","WR","Woodridge Public Library","es","July",2013,,9,"ESL","ESL"
"14214","WR","Woodridge Public Library","j","July",2013,91,515,"JUVENILE","JUVENILE"
"14215","WR","Woodridge Public Library","rt","July",2013,,14,,
"14216","WR","Woodridge Public Library","total","July",2013,449,916,"TOTAL","TOTAL"
"14217","AD","Acorn Public Library District","jn","August",2013,,72,"JUVENILE","JUVENILE NEW"
"14218","AD","Acorn Public Library District","j","August",2013,3,61,"JUVENILE","JUVENILE"
"14219","AD","Acorn Public Library District","yn","August",2013,,13,"YOUNG ADULT","YOUNG ADULT NEW"
"14220","AD","Acorn Public Library District","an","August",2013,,251,"ADULT","ADULT NEW"
"14221","AD","Acorn Public Library District","total","August",2013,201,471,"TOTAL","TOTAL"
"14222","AD","Acorn Public Library District","il","August",2013,,13,"ILL RECEIVED","ILL RECEIVED"
"14223","AD","Acorn Public Library District","y","August",2013,,48,"YOUNG ADULT","YOUNG ADULT"
"14224","AM","Alsip-Merrionette Park Public Library District","total","August",2013,508,1379,"TOTAL","TOTAL"
"14225","AM","Alsip-Merrionette Park Public Library District","a","August",2013,,118,"ADULT","ADULT"
"14226","AM","Alsip-Merrionette Park Public Library District","j","August",2013,119,20,"JUVENILE","JUVENILE"
"14227","AM","Alsip-Merrionette Park Public Library District","j","August",2013,119,379,"JUVENILE","JUVENILE"
"14228","BC","Beecher Community Library District","jp","August",2013,,13,"JUVENILE","JUV PAPERBACKS"
"14229","BC","Beecher Community Library District","j","August",2013,8,45,"JUVENILE","JUVENILE"
"14230","BC","Beecher Community Library District","total","August",2013,10,142,"TOTAL","TOTAL"
"14231","BF","Brookfield Public Library","ym","August",2013,,6,"YOUNG ADULT","YOUNG ADULT PERIODICALS"
"14232","BF","Brookfield Public Library","j","August",2013,31,1,"JUVENILE","JUVENILE"
"14233","BF","Brookfield Public Library","total","August",2013,440,385,"TOTAL","TOTAL"
"14234","BF","Brookfield Public Library","m","August",2013,,262,"PERIODICALS","PERIODICALS"
"14235","BF","Brookfield Public Library","j","August",2013,31,227,"JUVENILE","JUVENILE"
"14236","BF","Brookfield Public Library","y","August",2013,,1,"YOUNG ADULT","YOUNG ADULT"
"14237","BF","Brookfield Public Library","jm","August",2013,,10,"JUVENILE","JUV PERIODICALS"
"14238","BF","Brookfield Public Library","a","August",2013,,528,"ADULT","ADULT"
"14239","BF","Brookfield Public Library","js","August",2013,,9,"PARENT TEACHER","PARENT TEACHER"
"14240","BF","Brookfield Public Library","y","August",2013,,28,"YOUNG ADULT","YOUNG ADULT"
"14241","BI","Blue Island Public Library","total","August",2013,369,518,"TOTAL","TOTAL"
"14242","BI","Blue Island Public Library","j","August",2013,45,285,"JUVENILE","JUVENILE"
"14243","BI","Blue Island Public Library","an","August",2013,,293,"ADULT","ADULT NEW"
"14244","BK","Berkeley Public Library","j","August",2013,1,1,"JUVENILE","JUVENILE"
"14245","BK","Berkeley Public Library","j","August",2013,1,33,"JUVENILE","JUVENILE"
"14246","BK","Berkeley Public Library","a","August",2013,,140,"ADULT","ADULT"
"14247","BK","Berkeley Public Library","total","August",2013,17,243,"TOTAL","TOTAL"
"14248","BP","Bedford Park Public Library District","j","August",2013,2,31,"JUVENILE","JUVENILE"
"14249","BP","Bedford Park Public Library District","an","August",2013,,23,"ADULT","ADULT NEW"
"14250","BP","Bedford Park Public Library District","total","August",2013,277,222,"TOTAL","TOTAL"
"14251","BR","Broadview Public Library District","total","August",2013,304,433,"TOTAL","TOTAL"
"14252","BR","Broadview Public Library District","a","August",2013,,97,"ADULT","ADULT"
"14253","BR","Broadview Public Library District","j","August",2013,1,38,"JUVENILE","JUVENILE"
"14254","BV","Bridgeview Public Library","j","August",2013,9,12,"JUVENILE","JUVENILE"
"14255","BV","Bridgeview Public Library","jm","August",2013,,8,"JUVENILE","JUV PERIODICALS"
"14256","BV","Bridgeview Public Library","v","August",2013,,3,"ADULT","AUDIO VISUAL"
"14257","BV","Bridgeview Public Library","m","August",2013,,105,"PERIODICALS","PERIODICALS"
"14258","BV","Bridgeview Public Library","j","August",2013,9,38,"JUVENILE","JUVENILE"
"14259","BV","Bridgeview Public Library","il","August",2013,,4,"ILL RECEIVED","ILL RECEIVED"
"14260","BV","Bridgeview Public Library","jv","August",2013,,16,"JUVENILE","JUVENILE VIDEO"
"14261","BV","Bridgeview Public Library","jr","August",2013,,1,"JUVENILE","JUV RESERVE"
"14262","BV","Bridgeview Public Library","y","August",2013,,8,"YOUNG ADULT","YOUNG ADULT"
"14263","BV","Bridgeview Public Library","r","August",2013,,3,"RESERVE","RESERVE"
"14264","BV","Bridgeview Public Library","ym","August",2013,,9,"YOUNG ADULT","YOUNG ADULT PERIODICALS"
"14265","BV","Bridgeview Public Library","jl","August",2013,,4,"JUVENILE","JUV FOREIGN LANG"
"14266","BV","Bridgeview Public Library","total","August",2013,231,224,"TOTAL","TOTAL"
"14267","BV","Bridgeview Public Library","a","August",2013,,309,"ADULT","ADULT"
"14268","BW","Bellwood Public Library","total","August",2013,140,545,"TOTAL","TOTAL"
"14269","BW","Bellwood Public Library","an","August",2013,,171,"ADULT","ADULT NEW"
"14270","BW","Bellwood Public Library","j","August",2013,1,55,"JUVENILE","JUVENILE"
"14271","BY","Berwyn Public Library","j","August",2013,22,172,"JUVENILE","JUVENILE"
"14272","BY","Berwyn Public Library","an","August",2013,,207,"ADULT","ADULT NEW"
"14273","BY","Berwyn Public Library","total","August",2013,60,373,"TOTAL","TOTAL"
"14274","BY","Berwyn Public Library","jn","August",2013,,12,"JUVENILE","JUVENILE NEW"
"14275","BZ","Brookfield Zoo -- Library","total","August",2013,9,16,"TOTAL","TOTAL"
"14276","BZ","Brookfield Zoo -- Library","jh","August",2013,,12,,
"14277","CA","Calumet Park Public Library","total","August",2013,5,147,"TOTAL","TOTAL"
"14278","CC","Calumet City Public Library","an","August",2013,,55,"ADULT","ADULT NEW"
"14279","CC","Calumet City Public Library","j","August",2013,26,403,"JUVENILE","JUVENILE"
"14280","CC","Calumet City Public Library","jn","August",2013,,9,"JUVENILE","JUVENILE NEW"
"14281","CC","Calumet City Public Library","total","August",2013,297,1182,"TOTAL","TOTAL"
"14282","CH","Chicago Heights Public Library","j","August",2013,16,127,"JUVENILE","JUVENILE"
"14283","CH","Chicago Heights Public Library","total","August",2013,70,111,"TOTAL","TOTAL"
"14284","CH","Chicago Heights Public Library","an","August",2013,,51,"ADULT","ADULT NEW"
"14285","CH","Chicago Heights Public Library","y","August",2013,,34,"YOUNG ADULT","YOUNG ADULT"
"14286","CI","Cicero Public Library","total","August",2013,150,582,"TOTAL","TOTAL"
"14287","CI","Cicero Public Library","il","August",2013,,17,"ILL RECEIVED","ILL RECEIVED"
"14288","CI","Cicero Public Library","an","August",2013,,258,"ADULT","ADULT NEW"
"14289","CI","Cicero Public Library","j","August",2013,63,332,"JUVENILE","JUVENILE"
"14290","CN","Clarendon Hills Public Library","j","August",2013,,50,"JUVENILE","JUVENILE"
"14291","CN","Clarendon Hills Public Library","j","August",2013,,76,"JUVENILE","JUVENILE"
"14292","CN","Clarendon Hills Public Library","a","August",2013,,170,"ADULT","ADULT"
"14293","CN","Clarendon Hills Public Library","total","August",2013,99,330,"TOTAL","TOTAL"
"14294","CR","Chicago Ridge Public Library","j","August",2013,3,19,"JUVENILE","JUVENILE"
"14295","CR","Chicago Ridge Public Library","y","August",2013,,4,"YOUNG ADULT","YOUNG ADULT"
"14296","CR","Chicago Ridge Public Library","a","August",2013,,231,"ADULT","ADULT"
"14297","CR","Chicago Ridge Public Library","y","August",2013,,6,"YOUNG ADULT","YOUNG ADULT"
"14298","CR","Chicago Ridge Public Library","j","August",2013,3,7,"JUVENILE","JUVENILE"
"14299","CR","Chicago Ridge Public Library","total","August",2013,91,245,"TOTAL","TOTAL"
"14300","CR","Chicago Ridge Public Library","il","August",2013,,15,"ILL RECEIVED","ILL RECEIVED"
"14301","CT","Crete Public Library District","jd","August",2013,,1,"JUVENILE","JUVENILE DISPLAY"
"14302","CT","Crete Public Library District","total","August",2013,379,840,"TOTAL","TOTAL"
"14303","CT","Crete Public Library District","j","August",2013,26,231,"JUVENILE","JUVENILE"
"14304","CT","Crete Public Library District","an","August",2013,,183,"ADULT","ADULT NEW"
"14305","CW","Crestwood Public Library District","total","August",2013,166,333,"TOTAL","TOTAL"
"14306","CW","Crestwood Public Library District","j","August",2013,2,101,"JUVENILE","JUVENILE"
"14307","CW","Crestwood Public Library District","il","August",2013,,2,"ILL RECEIVED","ILL RECEIVED"
"14308","CW","Crestwood Public Library District","a","August",2013,,11,"ADULT","ADULT"
"14309","DG","Downers Grove Public Library","il","August",2013,,65,"ILL RECEIVED","ILL RECEIVED"
"14310","DG","Downers Grove Public Library","total","August",2013,747,1418,"TOTAL","TOTAL"
"14311","DG","Downers Grove Public Library","an","August",2013,,1009,"ADULT","ADULT NEW"
"14312","DG","Downers Grove Public Library","yn","August",2013,,113,"YOUNG ADULT","YOUNG ADULT NEW"
"14313","DG","Downers Grove Public Library","j","August",2013,231,1079,"JUVENILE","JUVENILE"
"14314","DO","Dolton Public Library District","j","August",2013,5,19,"JUVENILE","JUVENILE"
"14315","DO","Dolton Public Library District","pl","August",2013,,1,"ADULT","ADULT LOVE STORY"
"14316","DO","Dolton Public Library District","total","August",2013,344,3330,"TOTAL","TOTAL"
"14317","DO","Dolton Public Library District","f","August",2013,,81,"FICTION","FICTION"
"14318","DO","Dolton Public Library District","an","August",2013,,14,"ADULT","ADULT NEW"
"14319","EP","Elmwood Park Public Library","l","August",2013,,1,"FOREIGN LANGUAGE","FOREIGN LANGUAGE"
"14320","EP","Elmwood Park Public Library","jl","August",2013,,2,"JUVENILE","JUV FOREIGN LANG"
"14321","EP","Elmwood Park Public Library","yv","August",2013,,2,"YOUNG ADULT","YOUNG ADULT VIDEO"
"14322","EP","Elmwood Park Public Library","b","August",2013,,13,"ADULT","ADULT BIOGRAPHY"
"14323","EP","Elmwood Park Public Library","j","August",2013,15,29,"JUVENILE","JUVENILE"
"14324","EP","Elmwood Park Public Library","je","August",2013,,85,"JUVENILE","JUV PICTURE BOOKS"
"14325","EP","Elmwood Park Public Library","jm","August",2013,,11,"JUVENILE","JUV PERIODICALS"
"14326","EP","Elmwood Park Public Library","m","August",2013,,167,"PERIODICALS","PERIODICALS"
"14327","EP","Elmwood Park Public Library","total","August",2013,85,419,"TOTAL","TOTAL"
"14328","EP","Elmwood Park Public Library","v","August",2013,,54,"ADULT","AUDIO VISUAL"
"14329","EP","Elmwood Park Public Library","js","August",2013,,5,"PARENT TEACHER","PARENT TEACHER"
"14330","EP","Elmwood Park Public Library","y","August",2013,,28,"YOUNG ADULT","YOUNG ADULT"
"14331","EP","Elmwood Park Public Library","jv","August",2013,,27,"JUVENILE","JUVENILE VIDEO"
"14332","ES","Eisenhower Public Library District","jn","August",2013,,237,"JUVENILE","JUVENILE NEW"
"14333","ES","Eisenhower Public Library District","an","August",2013,,425,"ADULT","ADULT NEW"
"14334","ES","Eisenhower Public Library District","total","August",2013,110,438,"TOTAL","TOTAL"
"14335","ES","Eisenhower Public Library District","j","August",2013,56,80,"JUVENILE","JUVENILE"
"14336","EV","Evergreen Park Public Library","jn","August",2013,,101,"JUVENILE","JUVENILE NEW"
"14337","EV","Evergreen Park Public Library","total","August",2013,166,286,"TOTAL","TOTAL"
"14338","EV","Evergreen Park Public Library","j","August",2013,46,99,"JUVENILE","JUVENILE"
"14339","EV","Evergreen Park Public Library","an","August",2013,,264,"ADULT","ADULT NEW"
"14340","FM","Flossmoor Public Library","an","August",2013,,43,"ADULT","ADULT NEW"
"14341","FM","Flossmoor Public Library","total","August",2013,98,687,"TOTAL","TOTAL"
"14342","FM","Flossmoor Public Library","j","August",2013,9,195,"JUVENILE","JUVENILE"
"14343","FP","Forest Park Public Library","total","August",2013,80,253,"TOTAL","TOTAL"
"14344","FP","Forest Park Public Library","a","August",2013,,529,"ADULT","ADULT"
"14345","FP","Forest Park Public Library","j","August",2013,18,118,"JUVENILE","JUVENILE"
"14346","FP","Forest Park Public Library","j","August",2013,18,203,"JUVENILE","JUVENILE"
"14347","FP","Franklin Park Public Library District","total","August",2013,80,253,"TOTAL","TOTAL"
"14348","FP","Franklin Park Public Library District","a","August",2013,,529,"ADULT","ADULT"
"14349","FP","Franklin Park Public Library District","j","August",2013,18,118,"JUVENILE","JUVENILE"
"14350","FP","Franklin Park Public Library District","j","August",2013,18,203,"JUVENILE","JUVENILE"
"14351","FR","Frankfort Public Library District","il","August",2013,,10,"ILL RECEIVED","ILL RECEIVED"
"14352","FR","Frankfort Public Library District","total","August",2013,128,278,"TOTAL","TOTAL"
"14353","FR","Frankfort Public Library District","j","August",2013,25,236,"JUVENILE","JUVENILE"
"14354","FR","Frankfort Public Library District","j","August",2013,25,318,"JUVENILE","JUVENILE"
"14355","FR","Frankfort Public Library District","a","August",2013,,647,"ADULT","ADULT"
"14356","GA","Glenwood-Lynwood Public Library District -- Bookmobile","j","August",2013,,2,"JUVENILE","JUVENILE"
"14357","GA","Glenwood-Lynwood Public Library District -- Bookmobile","total","August",2013,1,4,"TOTAL","TOTAL"
"14358","GP","Grande Prairie Public Library District","y","August",2013,,1,"YOUNG ADULT","YOUNG ADULT"
"14359","GP","Grande Prairie Public Library District","j","August",2013,1,14,"JUVENILE","JUVENILE"
"14360","GP","Grande Prairie Public Library District","total","August",2013,200,762,"TOTAL","TOTAL"
"14361","GP","Grande Prairie Public Library District","il","August",2013,,8,"ILL RECEIVED","ILL RECEIVED"
"14362","GW","Glenwood-Lynwood Public Library District","r","August",2013,,12,"RESERVE","RESERVE"
"14363","GW","Glenwood-Lynwood Public Library District","y","August",2013,,19,"YOUNG ADULT","YOUNG ADULT"
"14364","GW","Glenwood-Lynwood Public Library District","j","August",2013,44,56,"JUVENILE","JUVENILE"
"14365","GW","Glenwood-Lynwood Public Library District","j","August",2013,44,98,"JUVENILE","JUVENILE"
"14366","GW","Glenwood-Lynwood Public Library District","v","August",2013,,37,"ADULT","AUDIO VISUAL"
"14367","GW","Glenwood-Lynwood Public Library District","a","August",2013,,151,"ADULT","ADULT"
"14368","GW","Glenwood-Lynwood Public Library District","total","August",2013,298,351,"TOTAL","TOTAL"
"14369","GW","Glenwood-Lynwood Public Library District","m","August",2013,,89,"PERIODICALS","PERIODICALS"
"14370","GW","Glenwood-Lynwood Public Library District","y","August",2013,,16,"YOUNG ADULT","YOUNG ADULT"
"14371","GW","Glenwood-Lynwood Public Library District","il","August",2013,,6,"ILL RECEIVED","ILL RECEIVED"
"14372","HA","Harvey Public Library District","a","August",2013,,113,"ADULT","ADULT"
"14373","HA","Harvey Public Library District","total","August",2013,36,269,"TOTAL","TOTAL"
"14374","HA","Harvey Public Library District","j","August",2013,16,191,"JUVENILE","JUVENILE"
"14375","HD","Hinsdale Public Library","il","August",2013,,5,"ILL RECEIVED","ILL RECEIVED"
"14376","HD","Hinsdale Public Library","y","August",2013,,44,"YOUNG ADULT","YOUNG ADULT"
"14377","HD","Hinsdale Public Library","y","August",2013,,23,"YOUNG ADULT","YOUNG ADULT"
"14378","HD","Hinsdale Public Library","total","August",2013,130,426,"TOTAL","TOTAL"
"14379","HD","Hinsdale Public Library","j","August",2013,26,134,"JUVENILE","JUVENILE"
"14380","HD","Hinsdale Public Library","j","August",2013,26,276,"JUVENILE","JUVENILE"
"14381","HD","Hinsdale Public Library","a","August",2013,,319,"ADULT","ADULT"
"14382","HK","Hodgkins Public Library District","jn","August",2013,,99,"JUVENILE","JUVENILE NEW"
"14383","HK","Hodgkins Public Library District","an","August",2013,,351,"ADULT","ADULT NEW"
"14384","HK","Hodgkins Public Library District","j","August",2013,25,1,"JUVENILE","JUVENILE"
"14385","HK","Hodgkins Public Library District","total","August",2013,71,17,"TOTAL","TOTAL"
"14386","HS","Hillside Public Library","total","August",2013,182,732,"TOTAL","TOTAL"
"14387","HS","Hillside Public Library","j","August",2013,1,74,"JUVENILE","JUVENILE"
"14388","HS","Hillside Public Library","a","August",2013,,26,"ADULT","ADULT"
"14389","HW","Homewood Public Library District","an","August",2013,,576,"ADULT","ADULT NEW"
"14390","HW","Homewood Public Library District","total","August",2013,386,643,"TOTAL","TOTAL"
"14391","HW","Homewood Public Library District","jn","August",2013,,176,"JUVENILE","JUVENILE NEW"
"14392","HW","Homewood Public Library District","j","August",2013,58,204,"JUVENILE","JUVENILE"
"14393","IN","Indian Prairie Public Library District","y","August",2013,,48,"YOUNG ADULT","YOUNG ADULT"
"14394","IN","Indian Prairie Public Library District","jx","August",2013,,1,"JUVENILE","JUVENILE OUTREACH"
"14395","IN","Indian Prairie Public Library District","j","August",2013,90,381,"JUVENILE","JUVENILE"
"14396","IN","Indian Prairie Public Library District","total","August",2013,361,479,"TOTAL","TOTAL"
"14397","IN","Indian Prairie Public Library District","y","August",2013,,27,"YOUNG ADULT","YOUNG ADULT"
"14398","IN","Indian Prairie Public Library District","a","August",2013,,867,"ADULT","ADULT"
"14399","IN","Indian Prairie Public Library District","j","August",2013,90,324,"JUVENILE","JUVENILE"
"14400","JD","Justice Public Library District","j","August",2013,10,21,"JUVENILE","JUVENILE"
"14401","JD","Justice Public Library District","a","August",2013,,61,"ADULT","ADULT"
"14402","JD","Justice Public Library District","total","August",2013,12,75,"TOTAL","TOTAL"
"14403","JD","Justice Public Library District","j","August",2013,10,15,"JUVENILE","JUVENILE"
"14404","LG","LaGrange Public Library","il","August",2013,,5,"ILL RECEIVED","ILL RECEIVED"
"14405","LG","LaGrange Public Library","jn","August",2013,,177,"JUVENILE","JUVENILE NEW"
"14406","LG","LaGrange Public Library","y","August",2013,,51,"YOUNG ADULT","YOUNG ADULT"
"14407","LG","LaGrange Public Library","total","August",2013,343,635,"TOTAL","TOTAL"
"14408","LG","LaGrange Public Library","an","August",2013,,378,"ADULT","ADULT NEW"
"14409","LG","LaGrange Public Library","j","August",2013,74,162,"JUVENILE","JUVENILE"
"14410","LP","LaGrange Park Public Library District","il","August",2013,,10,"ILL RECEIVED","ILL RECEIVED"
"14411","LP","LaGrange Park Public Library District","j","August",2013,12,199,"JUVENILE","JUVENILE"
"14412","LP","LaGrange Park Public Library District","an","August",2013,,72,"ADULT","ADULT NEW"
"14413","LP","LaGrange Park Public Library District","total","August",2013,308,970,"TOTAL","TOTAL"
"14414","LY","Lyons Public Library","j","August",2013,8,7,"JUVENILE","JUVENILE"
"14415","LY","Lyons Public Library","total","August",2013,186,271,"TOTAL","TOTAL"
"14416","LY","Lyons Public Library","an","August",2013,,164,"ADULT","ADULT NEW"
"14417","LY","Lyons Public Library","jn","August",2013,,34,"JUVENILE","JUVENILE NEW"
"14418","MA","The Morton Arboretum -- Sterling Morton Library","a","August",2013,,47,"ADULT","ADULT"
"14419","MA","The Morton Arboretum -- Sterling Morton Library","total","August",2013,25,1295,"TOTAL","TOTAL"
"14420","MA","The Morton Arboretum -- Sterling Morton Library","total","August",2013,8,1295,"TOTAL","TOTAL"
"14421","MC","McCook Public Library District","total","August",2013,18,10,"TOTAL","TOTAL"
"14422","MC","McCook Public Library District","j","August",2013,2,,"JUVENILE","JUVENILE"
"14423","MC","McCook Public Library District","jd","August",2013,,9,"JUVENILE","JUVENILE DISPLAY"
"14424","MC","McCook Public Library District","ad","August",2013,,130,"ADULT","ADULT DISPLAY"
"14425","MC","McCook Public Library District","jn","August",2013,,11,"JUVENILE","JUVENILE NEW"
"14426","MC","McCook Public Library District","an","August",2013,,113,"ADULT","ADULT NEW"
"14427","MD","Midlothian Public Library","j","August",2013,13,94,"JUVENILE","JUVENILE"
"14428","MD","Midlothian Public Library","j","August",2013,13,87,"JUVENILE","JUVENILE"
"14429","MD","Midlothian Public Library","total","August",2013,185,338,"TOTAL","TOTAL"
"14430","MD","Midlothian Public Library","il","August",2013,,22,"ILL RECEIVED","ILL RECEIVED"
"14431","MD","Midlothian Public Library","y","August",2013,,47,"YOUNG ADULT","YOUNG ADULT"
"14432","MD","Midlothian Public Library","a","August",2013,,199,"ADULT","ADULT"
"14433","MD","Midlothian Public Library","y","August",2013,,45,"YOUNG ADULT","YOUNG ADULT"
"14434","MK","Markham Public Library -- Bradford Anderson Oglesby Library","a","August",2013,,16,"ADULT","ADULT"
"14435","MK","Markham Public Library -- Bradford Anderson Oglesby Library","j","August",2013,,25,"JUVENILE","JUVENILE"
"14436","MK","Markham Public Library -- Bradford Anderson Oglesby Library","y","August",2013,,3,"YOUNG ADULT","YOUNG ADULT"
"14437","MK","Markham Public Library -- Bradford Anderson Oglesby Library","total","August",2013,13,16,"TOTAL","TOTAL"
"14438","MP","Melrose Park Public Library","j","August",2013,1,7,"JUVENILE","JUVENILE"
"14439","MP","Melrose Park Public Library","l","August",2013,,22,"FOREIGN LANGUAGE","FOREIGN LANGUAGE"
"14440","MP","Melrose Park Public Library","y","August",2013,,6,"YOUNG ADULT","YOUNG ADULT"
"14441","MP","Melrose Park Public Library","jl","August",2013,,1,"JUVENILE","JUV FOREIGN LANG"
"14442","MP","Melrose Park Public Library","a","August",2013,,44,"ADULT","ADULT"
"14443","MP","Melrose Park Public Library","total","August",2013,296,163,"TOTAL","TOTAL"
"14444","MP","Melrose Park Public Library","q","August",2013,,45,"ADULT","ADULT CLASSIC"
"14445","MP","Melrose Park Public Library","j","August",2013,1,45,"JUVENILE","JUVENILE"
"14446","MT","Matteson Area Public Library District","total","August",2013,131,421,"TOTAL","TOTAL"
"14447","MT","Matteson Area Public Library District","j","August",2013,30,386,"JUVENILE","JUVENILE"
"14448","MT","Matteson Area Public Library District","an","August",2013,,205,"ADULT","ADULT NEW"
"14449","MW","Maywood Public Library District","an","August",2013,,44,"ADULT","ADULT NEW"
"14450","MW","Maywood Public Library District","j","August",2013,3,27,"JUVENILE","JUVENILE"
"14451","MW","Maywood Public Library District","total","August",2013,14,75,"TOTAL","TOTAL"
"14452","NL","Northlake Public Library District","total","August",2013,40,174,"TOTAL","TOTAL"
"14453","NL","Northlake Public Library District","an","August",2013,,165,"ADULT","ADULT NEW"
"14454","NL","Northlake Public Library District","j","August",2013,17,46,"JUVENILE","JUVENILE"
"14455","NL","Northlake Public Library District","jn","August",2013,,81,"JUVENILE","JUVENILE NEW"
"14456","NR","North Riverside Public Library District","a","August",2013,,103,"ADULT","ADULT"
"14457","NR","North Riverside Public Library District","y","August",2013,,1,"YOUNG ADULT","YOUNG ADULT"
"14458","NR","North Riverside Public Library District","j","August",2013,5,24,"JUVENILE","JUVENILE"
"14459","NR","North Riverside Public Library District","j","August",2013,5,118,"JUVENILE","JUVENILE"
"14460","NR","North Riverside Public Library District","y","August",2013,,26,"YOUNG ADULT","YOUNG ADULT"
"14461","NR","North Riverside Public Library District","total","August",2013,168,533,"TOTAL","TOTAL"
"14462","OE","Oak Park Public Library -- Dole Branch Library","ab","August",2013,,2,,
"14463","OE","Oak Park Public Library -- Dole Branch Library","total","August",2013,52,16,"TOTAL","TOTAL"
"14464","OE","Oak Park Public Library -- Dole Branch Library","xk","August",2013,,3,,
"14465","OE","Oak Park Public Library -- Dole Branch Library","xm","August",2013,,2,,
"14466","OE","Oak Park Public Library -- Dole Branch Library","total","August",2013,52,17,"TOTAL","TOTAL"
"14467","OE","Oak Park Public Library -- Dole Branch Library","total","August",2013,52,4,"TOTAL","TOTAL"
"14468","OE","Oak Park Public Library -- Dole Branch Library","vd","August",2013,,34,,
"14469","OE","Oak Park Public Library -- Dole Branch Library","xd","August",2013,,1,,
"14470","OE","Oak Park Public Library -- Dole Branch Library","z","August",2013,,35,,
"14471","OE","Oak Park Public Library -- Dole Branch Library","xt","August",2013,,1,,
"14472","OE","Oak Park Public Library -- Dole Branch Library","d1","August",2013,,2,,
"14473","OE","Oak Park Public Library -- Dole Branch Library","x2","August",2013,,1,,
"14474","OE","Oak Park Public Library -- Dole Branch Library","mz","August",2013,,5,,
